Pdt,stream,treatment,GPP_L95per,GPP_median,GPP_U95per,ER_L95per,ER_median,ER_U95per,LightPerDay,meanTemp,meanQds,meanDepthM,meanWidthM,pmax,alpha,julian,invKT,monthday,P_R,NEP,doy,Y,Yf,lGPP,lER,invKT.C,streamTreat,meanTemp.StMean,invKT.C.StMean,meanQds.StMean,LightPerDay.StMean,lGPP.StMean,meanTemp.GMean,invKT.C.GMean,meanQds.GMean,LightPerDay.GMean,lGPP.GMean,Tanom.iktCs,Tanom.iktCg,Tanom.Cs,Tanom.Cg,LightPerDayCs,LightPerDayCg,meanQdsCs,meanQdsCg,LightPerDay.l,meanQds.l,LightPerDay.lcs,LightPerDay.lcg,meanQds.lcs,meanQds.lcg,lGPP.cs,lGPP.cg,Qres,DOYres,Tempres,ppdoy180,DD
2015-07-02T04:00:00Z,st6,ambient,9.020807582,14.51530523,19.47835782,-6.94424626,-4.751109811,-2.345399137,2509167849,14.2834848,0.021584224,0.058898529,1.32,0.090148545,2.56e-6,183,40.37289573,2-Jul,3.055139916,9.764195419,183,2015,2015,2.675203625846608,1.5583782351769955,-0.5980669196413189,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.04538817414490848,-0.4334164277190572,-0.32637001965181867,3.0287882495362375,-234635883.82305002,-264787660.4312582,0.005311928983529612,0.009063602729395638,21.643217000857522,-3.835792601512768,-0.08939401745530517,-0.10032311943591665,0.2824987080134571,0.5445856907758149,0.0645251410973171,0.8664351465669273,0.25510719588516567,-2.7651773619601396,0.01207946868034966,g180,14.2834848
2015-07-03T04:00:00Z,st6,ambient,10.40104758,15.44275441,20.29654804,-7.559017414,-5.110545319,-2.786691933,3182668870,14.70206906,0.018884525,0.05869777,1.32,0.106510387,2.39e-6,184,40.3141869,3-Jul,3.021742974,10.33220909,184,2015,2015,2.737139923116288,1.6313061145688275,-0.6567757496413194,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.013320655855092012,-0.4921252577190577,0.09221424034818071,3.447372509536237,438865137.17695,408713360.5687418,0.0026122299835296126,0.006363903729395638,21.880985949046224,-3.969412475371265,0.14837493073339658,0.1374458287527851,0.14887883415496006,0.4109658169173178,0.12646143836699686,0.9283714438366071,0.24877542540715622,-6.234655692378148,-0.04128308045323521,g180,28.98555386
2015-07-04T04:00:00Z,st6,ambient,11.79574248,17.29885823,23.29335834,-8.810296172,-5.83731026,-3.083366341,2895058420,14.63606546,0.020367804,0.058981545,1.32,0.107406555,2.49e-6,185,40.323432939999996,4-Jul,2.963498163,11.46154797,185,2015,2015,2.850640501059856,1.764270118826504,-0.6475297096413257,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.004074615855098385,-0.48287921771906406,0.026210640348180547,3.3813689095362367,151254687.17694998,121102910.5687418,0.004095508983529613,0.007847182729395639,21.7862711273878,-3.893799860151329,0.053660109074971984,0.04273100709436051,0.2244914493748964,0.48657843213725416,0.23996201631056513,1.0418720217801754,0.3043414667917887,-4.530758588277294,-0.026690759586825985,g180,43.62161932
2015-07-05T04:00:00Z,st6,ambient,9.198386503,14.37512213,19.32096143,-9.506806601,-6.363660305,-3.058347129,1773508927,14.44888893,0.019989149,0.058980216,1.32,0.104858401,3.38e-6,186,40.34967643,5-Jul,2.258939265,8.011461825,186,2015,2015,2.6654990826473233,1.8506037314581971,-0.6212862196413198,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.022168874144907535,-0.45663572771905814,-0.16096588965181802,3.194192379536238,-970294805.82305,-1000446582.4312582,0.0037168539835296145,0.00746852772939564,21.29622586571476,-3.912565702661654,-0.4363851525980671,-0.44731425457867857,0.2057256068645712,0.46781258962692895,0.054820597898032286,0.8567306033676425,0.2286764479874457,-1.5328528240239923,0.0048990112795958525,g180,58.07050825
2015-07-06T04:00:00Z,st6,ambient,10.80565396,16.72524996,22.32833704,-9.191555515,-6.319265741,-3.118530291,2701236354,14.65662709,0.018836579,0.058735159,1.32,0.120095332,2.9e-6,187,40.32055213,6-Jul,2.646707805,10.40598422,187,2015,2015,2.816919551194092,1.8436030211878023,-0.6504105196413192,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.006955425855091901,-0.4857600277190576,0.04677227034818188,3.401930539536238,-42567378.82305002,-72719155.4312582,0.0025642839835296125,0.006315957729395638,21.716975414037304,-3.971954608062857,-0.015635604275523463,-0.02656470625613494,0.14633670146336808,0.40842368422572584,0.2062410664448011,1.0081510719144113,0.23243267610847823,-2.7500734318710496,-0.018879007853988054,g180,72.72713534
2015-07-07T04:00:00Z,st6,ambient,11.03783837,16.51169871,22.01306112,-8.386191719,-5.706217312,-2.908144243,3764833346,14.87424506,0.016674808,0.057891017,1.32,0.115724127,2.77e-6,188,40.29008776,7-Jul,2.893632998,10.8054814,188,2015,2015,2.8040691424030277,1.7415563368890932,-0.6808748896413235,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.03741979585509614,-0.5162243977190618,0.26439024034818104,3.619548509536237,1021029613.17695,990877836.5687418,4.025129835296126e-4,0.004154186729395638,22.048969433207965,-4.093856201489618,0.31635841489513794,0.30542931291452646,0.024435108036607645,0.2865220907989654,0.19339065765373675,0.995300663123347,0.17658165595973965,-4.069313000516076,-0.043997096987576555,g180,87.6013804
2015-07-08T04:00:00Z,st6,ambient,11.36840172,17.70368824,23.07033728,-10.0901911,-6.834236804,-3.26052756,4411255915,14.80036504,0.016819815,0.058005256,1.32,0.126576241,2.69e-6,189,40.30042507,8-Jul,2.590441149,10.86945144,189,2015,2015,2.873772993013942,1.9219448039561031,-0.6705375796413193,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.027082485855091987,-0.5058870877190577,0.1905102203481821,3.5456684895362383,1667452182.17695,1637300405.5687418,5.475199835296117e-4,0.004299193729395637,22.207425273842624,-4.085197623308762,0.4748142555297967,0.46388515354918525,0.033093686217463336,0.2951806689798211,0.263094508264651,1.0650045137342612,0.16282765013991493,-2.282337974104691,-0.028313506121156542,g180,102.40174544
2015-07-09T04:00:00Z,st6,ambient,10.81259853,17.42761746,23.11118276,-9.256829778,-6.353987077,-3.053197073,5489771718,14.75517677,0.016060868,0.05754047,1.32,0.108626101,2.86e-6,190,40.30675044,9-Jul,2.74278453,11.07363038,190,2015,2015,2.8580561582782398,1.849082502008303,-0.6642122096413203,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.02075711585509299,-0.49956171771905866,0.14532195034818152,3.5004802195362377,2745967985.17695,2715816208.568742,-2.114270164703877e-4,0.003540246729395638,22.426152510182554,-4.131369524601485,0.6935414918697269,0.6826123898891154,-0.013078215075259969,0.2490087676870978,0.2473776735289488,1.049287678998559,0.10294155371709454,-0.8007902384936867,-0.016641855254741957,g180,117.15692221
2015-07-10T04:00:00Z,st6,ambient,9.755441616,14.9110864,19.66050664,-10.64272427,-7.157053597,-4.0150878,3384441902,14.65166109,0.015227547,0.056892185,1.32,0.116353515,2.99e-6,191,40.32124786,10-Jul,2.083411309,7.754032803,191,2015,2015,2.702104989971971,1.9680983874806903,-0.6497147896413225,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.006259695855095115,-0.4850642977190608,0.04180627034818052,3.3969645395362367,640638169.17695,610486392.5687418,-0.0010447480164703874,0.0027069257293956383,21.942454855862216,-4.184649188737301,0.20984383754938918,0.1989147355687777,-0.0663578792110755,0.19572910355128226,0.09142650522267992,0.8933365106922901,0.01822966557494023,1.3028921979806665,0.0032018456116718347,g180,131.8085833
2015-07-11T04:00:00Z,st6,ambient,10.26048044,15.58803096,20.77557361,-10.43890454,-7.077466615,-3.658323895,2197284614,14.51468467,0.01574466,0.057392203,1.32,0.12536035,3.55e-6,192,40.3404475,11-Jul,2.202487388,8.510564345,192,2015,2015,2.7465033736176774,1.9569160209316832,-0.6305151496413188,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.01293994414490851,-0.46586465771905716,-0.09517014965181936,3.259988119536237,-546519118.82305,-576670895.4312582,-5.276350164703861e-4,0.0032240387293956396,21.51048816861297,-4.1512540188191815,-0.22212284969985774,-0.23305195168046922,-0.032962709292956305,0.22912427346940145,0.1358248888683864,0.9377348943379966,0.009997609040265431,3.7645526489186643,0.027747766478091018,g180,146.32326797
2015-07-12T04:00:00Z,st6,ambient,11.60969109,17.38279443,23.02294683,-11.92134729,-8.303136424,-4.260517403,2855001536,14.86968188,0.016346438,0.05777268,1.32,0.130839814,3.52e-6,193,40.29072609,12-Jul,2.093521477,9.079658006,193,2015,2015,2.855480891147599,2.1166333258326144,-0.6802365596413225,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.03678146585509512,-0.5155860677190608,0.25982706034818115,3.6149853295362373,111197803.17694998,81046026.5687418,7.414298352961465e-5,0.0038258167293956404,21.772338218057744,-4.113745264700882,0.039727199744916675,0.028798097764305197,0.004546044825342932,0.2666330275877007,0.24480240639830786,1.046712411867918,0.1553086132852325,0.97928279167839,-0.01662736265549679,g180,161.19294985
2015-07-13T04:00:00Z,st6,ambient,6.657417556,10.34566894,13.73204028,-10.13996156,-6.959209521,-3.700296309,1105184515,14.826702,0.013931841,0.055613489,1.32,0.10651166,4.56e-6,194,40.29673939,13-Jul,1.486615528,3.386459419,194,2015,2015,2.336567972229218,1.940065893327283,-0.6742232596413231,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.030768165855095786,-0.5095727677190615,0.2168471803481804,3.5720054495362366,-1638619217.82305,-1668770994.4312582,-0.0023404540164703863,0.0014112197293956394,20.823278139876653,-4.273578339118872,-0.9093328784361745,-0.920261980416786,-0.15528702959264695,0.1067999531697108,-0.2741105125200729,0.5277994929495373,-0.017562049380688692,2.4370727705333484,-0.00526778178908181,g180,176.01965185
2015-07-14T04:00:00Z,st6,ambient,7.678367765,12.25383621,16.24242772,-10.56666295,-7.244653722,-3.782527284,1208941994,14.56578746,0.014538531,0.05627872,1.32,0.118139446,4.72e-6,195,40.33328241,14-Jul,1.691431596,5.009182488,195,2015,2015,2.505839047966378,1.9802637791852724,-0.6376802396413197,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.005774854144907637,-0.47302974771905804,-0.044067359651819515,3.3110909095362366,-1534861738.82305,-1565013515.4312582,-0.0017337640164703863,0.0020179097293956394,20.913011428933437,-4.2309528436176675,-0.8195995893793899,-0.8305286913600014,-0.1126615340914423,0.14942544867091545,-0.10483943678291308,0.6970705686866971,-0.054166402397937276,6.219077385819427,0.03662151907733732,g180,190.58543931
2015-07-15T04:00:00Z,st6,ambient,12.48428229,18.29998106,24.01814828,-11.22258407,-7.576695325,-3.806728452,3571887676,15.28132636,0.014156835,0.055816087,1.32,0.143621278,3.93e-6,196,40.23322382,15-Jul,2.415298527,10.72328574,196,2015,2015,2.906900024874162,2.025077131635295,-0.737738829641323,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.09428373585509564,-0.5730883377190613,0.6714715403481808,4.026629809536237,828083943.17695,797932166.5687418,-0.002115460016470387,0.0016362137293956386,21.996360053777547,-4.257557732649352,0.26374903546471984,0.25281993348410836,-0.13926642312312687,0.12282055963923089,0.2962215401248711,1.0981315455944813,0.1361682753787464,-0.3983406376225458,-0.058090790056250084,g180,205.86676567
2015-07-16T04:00:00Z,st6,ambient,11.65600222,17.11709395,22.34902333,-13.4742327,-9.197952767,-5.1479662920000004,2445707822,15.14200604,0.014287108,0.056051341,1.32,0.148598589,4.03e-6,197,40.25266697,16-Jul,1.860967803,7.919141183,197,2015,2015,2.8400776103939136,2.2189809339664737,-0.7182956796413222,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.0748405858550949,-0.5536451877190606,0.5321512203481813,3.8873094895362375,-298095910.82305,-328247687.4312582,-0.001985187016470387,0.0017664867293956388,21.61760041572737,-4.248397686808026,-0.11501060258545692,-0.1259397045660684,-0.13010637728180097,0.1319806054805568,0.22939912564462261,1.0313091311142328,0.10317313456003493,2.08185812634651,-0.033301359189833624,g180,221.00877171
2015-07-17T04:00:00Z,st6,ambient,11.31922982,16.70445027,21.78474883,-11.46606381,-7.706184923,-3.99073643,3680930612,15.42400651,0.012817159,0.054164814,1.32,0.141724669,3.33e-6,198,40.21333124,17-Jul,2.167667975,8.998265347,198,2015,2015,2.815675167155892,2.0420232431908865,-0.7576314096413199,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.11417631585509258,-0.5929809177190583,0.8141516903481811,4.169309959536237,937126879.17695,906975102.5687418,-0.003455136016470387,2.9653772939563887e-4,22.026431440853212,-4.3569704589123175,0.2938204225403851,0.2828913205597736,-0.23867914938609225,0.023407833376265508,0.20499668240660096,1.0069066878762112,0.07988515635789795,0.08724568310480996,-0.06729080832341569,g180,236.43277822
2015-07-18T04:00:00Z,st6,ambient,12.5936593,17.90980317,23.75543492,-12.88053938,-8.56054267,-4.374415666,4115468144,15.26778661,0.012973627,0.054429373,1.32,0.152079638,2.69e-6,199,40.23511257,18-Jul,2.092134092,9.3492605,199,2015,2015,2.8853482260624816,2.1471635841722447,-0.7358500796413239,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.09239498585509653,-0.5711995877190622,0.6579317903481812,4.013090059536237,1371664411.17695,1341512634.5687418,-0.003298668016470387,4.5300572939563875e-4,22.13801842985376,-4.344836674411864,0.4054074115409314,0.39447830956031993,-0.2265453648856388,0.035541617876718945,0.27466974131319066,1.0765797467828009,0.044794286836052015,2.74544909888852,-0.040163197457004,g180,251.70056483
2015-07-19T04:00:00Z,st6,ambient,11.38243742,16.91801388,22.47213145,-13.60279884,-9.265110545,-4.887620232,3124421363,14.22914447,0.013864483,0.055380351,1.32,0.154915622,3.75e-6,200,40.38052981,19-Jul,1.825991584,7.652903335,200,2015,2015,2.8283789643094326,2.226255791128637,-0.5904328396413234,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.05302225414490391,-0.42578234771906176,-0.38071034965181916,2.974447919536237,380617630.17695,350465853.5687418,-0.0024078120164703863,0.0013438617293956394,21.862514939149836,-4.278424888745208,0.12990392083700897,0.11897481885639749,-0.16013357921898308,0.10195340354337468,0.2177004795601416,1.0196104850297518,-0.20407673382174263,14.81600191094748,0.1106003234094122,g180,265.9297093
