Pdt,stream,treatment,GPP_L95per,GPP_median,GPP_U95per,ER_L95per,ER_median,ER_U95per,LightPerDay,meanTemp,meanQds,meanDepthM,meanWidthM,pmax,alpha,julian,invKT,monthday,P_R,NEP,doy,Y,Yf,lGPP,lER,invKT.C,streamTreat,meanTemp.StMean,invKT.C.StMean,meanQds.StMean,LightPerDay.StMean,lGPP.StMean,meanTemp.GMean,invKT.C.GMean,meanQds.GMean,LightPerDay.GMean,lGPP.GMean,Tanom.iktCs,Tanom.iktCg,Tanom.Cs,Tanom.Cg,LightPerDayCs,LightPerDayCg,meanQdsCs,meanQdsCg,LightPerDay.l,meanQds.l,LightPerDay.lcs,LightPerDay.lcg,meanQds.lcs,meanQds.lcg,lGPP.cs,lGPP.cg,Qres,DOYres,Tempres,ppdoy180,DD
2015-07-02T04:00:00Z,st6,ambient,9.020807582,14.51530523,19.47835782,-6.94424626,-4.751109811,-2.345399137,2509167849,14.2834848,0.021584224,0.058898529,1.32,0.090148545,2.56e-6,183,40.37289573,2-Jul,3.055139916,9.764195419,183,2015,2015,2.675203625846608,1.5583782351769955,-0.5980669196413189,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.04538817414490848,-0.4334164277190572,-0.32637001965181867,3.0287882495362375,-234635883.82305002,-264787660.4312582,0.005311928983529612,0.009063602729395638,21.643217000857522,-3.835792601512768,-0.08939401745530517,-0.10032311943591665,0.2824987080134571,0.5445856907758149,0.0645251410973171,0.8664351465669273,0.25510719588516567,-2.7651773619601396,0.01207946868034966,g180,14.2834848
2015-07-03T04:00:00Z,st6,ambient,10.40104758,15.44275441,20.29654804,-7.559017414,-5.110545319,-2.786691933,3182668870,14.70206906,0.018884525,0.05869777,1.32,0.106510387,2.39e-6,184,40.3141869,3-Jul,3.021742974,10.33220909,184,2015,2015,2.737139923116288,1.6313061145688275,-0.6567757496413194,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.013320655855092012,-0.4921252577190577,0.09221424034818071,3.447372509536237,438865137.17695,408713360.5687418,0.0026122299835296126,0.006363903729395638,21.880985949046224,-3.969412475371265,0.14837493073339658,0.1374458287527851,0.14887883415496006,0.4109658169173178,0.12646143836699686,0.9283714438366071,0.24877542540715622,-6.234655692378148,-0.04128308045323521,g180,28.98555386
2015-07-04T04:00:00Z,st6,ambient,11.79574248,17.29885823,23.29335834,-8.810296172,-5.83731026,-3.083366341,2895058420,14.63606546,0.020367804,0.058981545,1.32,0.107406555,2.49e-6,185,40.323432939999996,4-Jul,2.963498163,11.46154797,185,2015,2015,2.850640501059856,1.764270118826504,-0.6475297096413257,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.004074615855098385,-0.48287921771906406,0.026210640348180547,3.3813689095362367,151254687.17694998,121102910.5687418,0.004095508983529613,0.007847182729395639,21.7862711273878,-3.893799860151329,0.053660109074971984,0.04273100709436051,0.2244914493748964,0.48657843213725416,0.23996201631056513,1.0418720217801754,0.3043414667917887,-4.530758588277294,-0.026690759586825985,g180,43.62161932
2015-07-05T04:00:00Z,st6,ambient,9.198386503,14.37512213,19.32096143,-9.506806601,-6.363660305,-3.058347129,1773508927,14.44888893,0.019989149,0.058980216,1.32,0.104858401,3.38e-6,186,40.34967643,5-Jul,2.258939265,8.011461825,186,2015,2015,2.6654990826473233,1.8506037314581971,-0.6212862196413198,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.022168874144907535,-0.45663572771905814,-0.16096588965181802,3.194192379536238,-970294805.82305,-1000446582.4312582,0.0037168539835296145,0.00746852772939564,21.29622586571476,-3.912565702661654,-0.4363851525980671,-0.44731425457867857,0.2057256068645712,0.46781258962692895,0.054820597898032286,0.8567306033676425,0.2286764479874457,-1.5328528240239923,0.0048990112795958525,g180,58.07050825
2015-07-06T04:00:00Z,st6,ambient,10.80565396,16.72524996,22.32833704,-9.191555515,-6.319265741,-3.118530291,2701236354,14.65662709,0.018836579,0.058735159,1.32,0.120095332,2.9e-6,187,40.32055213,6-Jul,2.646707805,10.40598422,187,2015,2015,2.816919551194092,1.8436030211878023,-0.6504105196413192,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.006955425855091901,-0.4857600277190576,0.04677227034818188,3.401930539536238,-42567378.82305002,-72719155.4312582,0.0025642839835296125,0.006315957729395638,21.716975414037304,-3.971954608062857,-0.015635604275523463,-0.02656470625613494,0.14633670146336808,0.40842368422572584,0.2062410664448011,1.0081510719144113,0.23243267610847823,-2.7500734318710496,-0.018879007853988054,g180,72.72713534
2015-07-07T04:00:00Z,st6,ambient,11.03783837,16.51169871,22.01306112,-8.386191719,-5.706217312,-2.908144243,3764833346,14.87424506,0.016674808,0.057891017,1.32,0.115724127,2.77e-6,188,40.29008776,7-Jul,2.893632998,10.8054814,188,2015,2015,2.8040691424030277,1.7415563368890932,-0.6808748896413235,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.03741979585509614,-0.5162243977190618,0.26439024034818104,3.619548509536237,1021029613.17695,990877836.5687418,4.025129835296126e-4,0.004154186729395638,22.048969433207965,-4.093856201489618,0.31635841489513794,0.30542931291452646,0.024435108036607645,0.2865220907989654,0.19339065765373675,0.995300663123347,0.17658165595973965,-4.069313000516076,-0.043997096987576555,g180,87.6013804
2015-07-08T04:00:00Z,st6,ambient,11.36840172,17.70368824,23.07033728,-10.0901911,-6.834236804,-3.26052756,4411255915,14.80036504,0.016819815,0.058005256,1.32,0.126576241,2.69e-6,189,40.30042507,8-Jul,2.590441149,10.86945144,189,2015,2015,2.873772993013942,1.9219448039561031,-0.6705375796413193,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.027082485855091987,-0.5058870877190577,0.1905102203481821,3.5456684895362383,1667452182.17695,1637300405.5687418,5.475199835296117e-4,0.004299193729395637,22.207425273842624,-4.085197623308762,0.4748142555297967,0.46388515354918525,0.033093686217463336,0.2951806689798211,0.263094508264651,1.0650045137342612,0.16282765013991493,-2.282337974104691,-0.028313506121156542,g180,102.40174544
2015-07-09T04:00:00Z,st6,ambient,10.81259853,17.42761746,23.11118276,-9.256829778,-6.353987077,-3.053197073,5489771718,14.75517677,0.016060868,0.05754047,1.32,0.108626101,2.86e-6,190,40.30675044,9-Jul,2.74278453,11.07363038,190,2015,2015,2.8580561582782398,1.849082502008303,-0.6642122096413203,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.02075711585509299,-0.49956171771905866,0.14532195034818152,3.5004802195362377,2745967985.17695,2715816208.568742,-2.114270164703877e-4,0.003540246729395638,22.426152510182554,-4.131369524601485,0.6935414918697269,0.6826123898891154,-0.013078215075259969,0.2490087676870978,0.2473776735289488,1.049287678998559,0.10294155371709454,-0.8007902384936867,-0.016641855254741957,g180,117.15692221
2015-07-10T04:00:00Z,st6,ambient,9.755441616,14.9110864,19.66050664,-10.64272427,-7.157053597,-4.0150878,3384441902,14.65166109,0.015227547,0.056892185,1.32,0.116353515,2.99e-6,191,40.32124786,10-Jul,2.083411309,7.754032803,191,2015,2015,2.702104989971971,1.9680983874806903,-0.6497147896413225,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,-0.006259695855095115,-0.4850642977190608,0.04180627034818052,3.3969645395362367,640638169.17695,610486392.5687418,-0.0010447480164703874,0.0027069257293956383,21.942454855862216,-4.184649188737301,0.20984383754938918,0.1989147355687777,-0.0663578792110755,0.19572910355128226,0.09142650522267992,0.8933365106922901,0.01822966557494023,1.3028921979806665,0.0032018456116718347,g180,131.8085833
2015-07-11T04:00:00Z,st6,ambient,10.26048044,15.58803096,20.77557361,-10.43890454,-7.077466615,-3.658323895,2197284614,14.51468467,0.01574466,0.057392203,1.32,0.12536035,3.55e-6,192,40.3404475,11-Jul,2.202487388,8.510564345,192,2015,2015,2.7465033736176774,1.9569160209316832,-0.6305151496413188,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.01293994414490851,-0.46586465771905716,-0.09517014965181936,3.259988119536237,-546519118.82305,-576670895.4312582,-5.276350164703861e-4,0.0032240387293956396,21.51048816861297,-4.1512540188191815,-0.22212284969985774,-0.23305195168046922,-0.032962709292956305,0.22912427346940145,0.1358248888683864,0.9377348943379966,0.009997609040265431,3.7645526489186643,0.027747766478091018,g180,146.32326797
