Pdt,stream,treatment,GPP_L95per,GPP_median,GPP_U95per,ER_L95per,ER_median,ER_U95per,LightPerDay,meanTemp,meanQds,meanDepthM,meanWidthM,pmax,alpha,julian,invKT,monthday,P_R,NEP,doy,Y,Yf,lGPP,lER,invKT.C,streamTreat,meanTemp.StMean,invKT.C.StMean,meanQds.StMean,LightPerDay.StMean,lGPP.StMean,meanTemp.GMean,invKT.C.GMean,meanQds.GMean,LightPerDay.GMean,lGPP.GMean,Tanom.iktCs,Tanom.iktCg,Tanom.Cs,Tanom.Cg,LightPerDayCs,LightPerDayCg,meanQdsCs,meanQdsCg,LightPerDay.l,meanQds.l,LightPerDay.lcs,LightPerDay.lcg,meanQds.lcs,meanQds.lcg,lGPP.cs,lGPP.cg,Qres,DOYres,Tempres
2015-06-05T04:00:00Z,st6,ambient,6.389591548,10.33180019,14.28852838,-2.289301879,-1.514391858,-0.716929373,2550561832,13.35732985,0.022897004,0.058636118,1.32,0.050704515,1.65e-6,156,40.50340393,5-Jun,6.822408702,8.817408332,156,2015,2015,2.335226536099633,0.41501394451183543,-0.46755871964132467,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.17589637414490267,-0.302908227719063,-1.2525249696518195,2.1026332995362367,-193241900.82305002,-223393677.4312582,0.006624708983529612,0.010376382729395638,21.659579498122987,-3.776749206675217,-0.07303152018983994,-0.08396062217045142,0.34154210285100817,0.6036290856133659,-0.27545194864965783,0.5264580568199524,0.03119245216671994,-19.829643442394794,-0.001761914712722074
2015-06-06T04:00:00Z,st6,ambient,6.99877003,11.71447353,16.19915468,-2.825442638,-1.907997819,-0.961989084,5639680018,13.35511525,0.021950249,0.058787912,1.32,0.059451353,9.15e-7,157,40.50371701,6-Jun,6.139668197,9.806475711,157,2015,2015,2.460825131129192,0.6460544299436805,-0.4672456396413196,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.17620945414490774,-0.30259514771905793,-1.254739569651818,2.100418699536238,2895876285.17695,2865724508.568742,0.005677953983529615,0.00942962772939564,22.453093166449758,-3.8189767955617455,0.7204821481369308,0.7095530461563193,0.2993145139644797,0.5614014967268375,-0.14985335362009877,0.6520566518495114,-0.011713933408588575,-18.80580879478725,0.0038974461535405008
2015-06-07T04:00:00Z,st6,ambient,5.025868998,8.081403676,10.96123399,-1.38553753,-0.95371567,-0.476537963,2634118768,12.90413614,0.023342081,0.05851733,1.32,0.045279404,1.38e-6,158,40.56757321,7-Jun,8.473598506,7.127688006,158,2015,2015,2.0895655797222643,-0.04738969178883315,-0.4033894396413231,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.24006565414490422,-0.23873894771906146,-1.7057186796518184,1.6494395895362377,-109684964.82305002,-139836741.4312582,0.007069785983529614,0.01082145972939564,21.691814529607832,-3.757497495858334,-0.04079648870499497,-0.05172559068560645,0.3607938136678914,0.6228807964302492,-0.5211129050270267,0.28079710044258355,-0.08868288053764611,-12.944463369186709,0.07309992701996083
2015-06-08T04:00:00Z,st6,ambient,3.870974034,6.176705337,8.471419938,-0.251669478,-0.168618962,-0.088751085,605945865,12.26941823,0.025758081,0.057438158,1.32,0.030872469,2.7e-6,159,40.6577877,8-Jun,36.63114316,6.008086375,159,2015,2015,1.820785012321919,-1.780113772359953,-0.3131749496413221,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.33028014414490525,-0.14852445771906042,-2.3404365896518193,1.0147216795362368,-2137857867.82305,-2168009644.431258,0.009485785983529612,0.013237459729395638,20.222301208360108,-3.6590068758625147,-1.5103098099527195,-1.521238911933331,0.4592844336637105,0.7213714164260683,-0.7898934724273721,0.012016533042238153,-0.18578858446001564,-5.076472504018463,0.1686606978863679
2015-06-09T04:00:00Z,st6,ambient,5.254037006,8.71218059,11.89811746,-0.607069077,-0.397884675,-0.210121461,1517525173,12.63036838,0.023415052,0.058296298,1.32,0.044396953,2e-6,160,40.60643555,9-Jun,21.89624566,8.314295915,160,2015,2015,2.1647221142955253,-0.9215930769931507,-0.3645270996413217,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.27892799414490566,-0.19987660771906002,-1.9794864396518186,1.3756718295362376,-1226278559.82305,-1256430336.4312582,0.007142756983529612,0.010894430729395638,21.140346669228215,-3.7543762155504647,-0.592264349084612,-0.6031934510652235,0.3639150939757605,0.6260020767381183,-0.4459563704537657,0.35595363501584454,-0.16982002526614315,-7.985889905887531,0.12265482875278491
2015-06-10T04:00:00Z,st6,ambient,6.23682379,9.628341556,12.84233063,-2.000645765,-1.36560449,-0.719359502,1435697459,13.20537918,0.02161533,0.058899423,1.32,0.05323293,2.63e-6,161,40.52489652,10-Jun,7.050607717,8.262737066,161,2015,2015,2.2647109945720247,0.31159718042473306,-0.44606612964132353,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.1973889641449038,-0.28141563771906186,-1.4044756396518192,1.950682629536237,-1308106273.82305,-1338258050.4312582,0.005343034983529612,0.009094708729395638,21.084916602228,-3.834352493803512,-0.6476944160848284,-0.6586235180654398,0.2839388157227134,0.5460257984850712,-0.34596749017726625,0.455942515292344,-0.07300946446644774,-13.193421680380526,0.046462079619199126
2015-06-11T04:00:00Z,st6,ambient,6.561483352,11.15869545,15.27722533,-1.220734578,-0.810705981,-0.395378458,3601655959,13.38516992,0.021767821,0.058844706,1.32,0.05620846,1.92e-6,162,40.49946858,11-Jun,13.76417063,10.34798947,162,2015,2015,2.4122190549591025,-0.2098498294407545,-0.4714940696413237,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.17196102414490366,-0.306843577719062,-1.2246848996518196,2.1304733695362366,857852226.17695,827700449.5687418,0.005495525983529613,0.009247199729395639,22.004659565257256,-3.8273225006147515,0.27204854694442915,0.26111944496381767,0.2909688089114737,0.5530557916738315,-0.1984594297901885,0.6034505756794217,-0.010848509623828672,-14.129239968995188,0.02638042048560944
2015-06-12T04:00:00Z,st6,ambient,7.167570757,11.46377293,15.97968051,-2.696424057,-1.806226707,-0.926859117,2303574788,13.07478099,0.021055885,0.058942373,1.32,0.058860967,2e-6,163,40.54338716,12-Jun,6.346807345,9.657546223,163,2015,2015,2.439191883107095,0.5912399770169072,-0.4275754896413204,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.21587960414490692,-0.26292499771905875,-1.535073829651818,1.820084439536238,-440228944.82305,-470380721.4312582,0.004783589983529613,0.008535263729395639,21.55772800892846,-3.8605751854802848,-0.17488300938436652,-0.185812111364978,0.25771612404594046,0.5198031068082982,-0.17148660164219587,0.6304234038274144,-0.1393221817133392,-9.785737098766935,0.07564528135203376
2015-06-13T04:00:00Z,st6,ambient,7.687724862,12.24879046,16.25693829,-3.034412556,-2.024137735,-1.075733562,4854097440,13.60952925,0.020358449,0.058963681,1.32,0.069181634,1.28e-6,164,40.46778198,13-Jun,6.051362142,10.22465273,164,2015,2015,2.5054271941566393,0.7051437999991905,-0.5031806696413241,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.1402744241449032,-0.33853017771906246,-1.0003255696518192,2.354832699536237,2110293707.17695,2080141930.5687418,0.004086153983529614,0.00783782772939564,22.303089018214973,-3.894259268983491,0.5704779999021454,0.559548897921534,0.2240320405427343,0.48611902330509205,-0.1052512905926517,0.6966587148769585,-0.009084756851606883,-14.541527389211604,0.005386382218445493
2015-06-14T04:00:00Z,st6,ambient,7.590762214,12.7227787,17.21107779,-3.928882654,-2.605720139,-1.250393549,4627648999,13.62520241,0.019817948,0.058951436,1.32,0.07386588,1.33e-6,165,40.46557029,14-Jun,4.882634366,10.11705856,165,2015,2015,2.543393985312836,0.9577090819151035,-0.5053923596413199,st6 ambient,14.609854819651819,-0.6434550937862273,0.016272295016470387,2743803732.82305,2.610678484749291,11.254696550463763,-0.16465049192226167,0.012520621270604361,2773955509.431258,1.8087684792796808,0.13806273414490744,-0.34074186771905823,-0.9846524096518188,2.3705058595362374,1883845266.17695,1853693489.5687418,0.0035456529835296118,0.0072973267293956375,22.255314800488918,-3.9211672872261554,0.5227037821760909,0.5117746801954794,0.19712402230006987,0.4592110050624276,-0.0672844994364552,0.734625506033155,-0.03119755390922898,-13.70990241096869,0.0085209730848654491
